,Unnamed: 0,villeID,size,lat,long
560,560,Namanyere,28218,-7.51667,31.05
561,561,Mwaya,7558,-9.55,33.95
562,562,Mikumi,16780,-7.40409,36.98309
563,563,Mbumi,4305,-7.90577,39.21047
564,564,Magole,18753,-6.37697,37.37373
565,565,Kilindoni,12409,-7.91446,39.66204
566,566,Ilembula,18870,-8.9,34.58333
567,567,Bukonyo,4051,-1.95,32.93333
568,568,Bariadi,33865,-2.8,33.98333
569,569,Songea,286285,-10.68333,35.65
570,570,Maposeni,19472,-10.58333,35.4
639,639,Tororo,40400,0.69299,34.18085
640,640,Sironko,14000,1.23132,34.24773
641,641,Muhororo,1567,0.93806,30.75944
642,642,Kyotera,8472,-0.61556,31.5175
643,643,Buliisa,9500,2.11781,31.41163
846,846,Al Mubarraz,290802,25.40768,49.59028
847,847,Al Mindak,9218,20.1588,41.28337
918,918,Az Zabadānī,29549,33.72488,36.1005
921,921,Vuvulane,4155,-26.07427,31.87672
922,922,Moïssala,17281,8.3404,17.7663
1100,1100,Yala,2715,0.09438,34.53602
1101,1101,Wundanyi,12501,-3.39642,38.35729
1102,1102,Pumwani,29616,-1.28333,36.85
1103,1103,Lamu,25385,-2.27169,40.90201
1109,1109,Patsi,1498,-12.15556,44.43722
1110,1110,Mtakoudja,1410,-12.26111,43.70361
1111,1111,Harembo,1698,-12.15108,44.49828
1112,1112,Bahani,1272,-11.63972,43.28417
1129,1129,Bayān,30635,29.3032,48.04881
1154,1154,Sefikeng,5119,-29.27894,27.80765
1155,1155,Peka,5937,-28.96883,27.76258
1156,1156,Mpharane,2181,-30.01667,27.55
1170,1170,Tājūrā’,100000,32.88167,13.35056
1171,1171,Zawiya,186123,32.75222,12.72778
1172,1172,Qaryat al Qī‘ān,3797,32.05572,11.54302
1173,1173,Ubari,33569,26.59034,12.77511
1174,1174,Youssoufia,64910,32.24634,-8.52941
1179,1179,Settat,119082,33.00103,-7.61662
1184,1184,Figuig (Centre),12516,32.10891,-1.22855
1185,1185,Arfoud,23637,31.4353,-4.23258
1187,1187,Dakhla,55618,30.41145,-9.55344
1196,1196,Antakotako,11000,-15.31667,49.8
1207,1207,Taoudenni,3019,22.67443,-3.97891
1704,1704,Şaffā,3904,31.90563,35.06094
1705,1705,Rāfāt,2061,31.87096,35.19182
1706,1706,Mevo H̱oron,2669,31.84923,35.0359
1707,1707,Kharbathā al Mişbāḩ,5141,31.88546,35.07185
1708,1708,Jammā‘īn,6158,32.13164,35.20403
1709,1709,‘Immanu‘el,3693,32.16075,35.13611
1710,1710,Dayr Jarīr,4156,31.96636,35.29261
1711,1711,Battīr,4092,31.71945,35.14103
1712,1712,Bāqah ash Sharqīyah,4165,32.41032,35.07054
1713,1713,Aţ Ţaybah,2129,32.51494,35.18574
1714,1714,An Nabī Ilyās,1157,32.18482,35.0176
1715,1715,Al Ḩīlah,1258,31.47454,35.10742
1716,1716,Aş Şūrrah,1896,31.47097,34.99897
1717,1717,Bīr al Bāshā,1291,32.42022,35.23013
1718,1718,Al Jiftlik,3666,32.1407,35.48738
1936,1936,Ressano Garcia,110000,-25.44278,31.99528
1937,1937,Otavi,4562,-19.65,17.33333
1938,1938,Ongandjera,2719,-17.88333,15.06667
1940,1940,Ugep,200276,5.80865,8.08098
1941,1941,Suleja,162135,9.18059,7.17939
1942,1942,Okrika,133271,4.74215,7.08368
1946,1946,Lafia,127236,8.4939,8.51532
1947,1947,Jalingo,117757,8.89367,11.3596
1950,1950,Iperu,15935,6.91002,3.66557
1952,1952,Ijero-Ekiti,167632,7.81514,5.06716
1953,1953,Idah,68703,7.11345,6.73866
1954,1954,Holma,9199,9.89863,13.0545
1955,1955,Gombe,250258,10.28969,11.16729
1960,1960,Darazo,18415,10.9992,10.41062
1961,1961,Dambatta,8940,12.435,8.51531
1963,1963,Batsari,7445,12.75551,7.24809
2489,2489,‘Ayy,7340,31.13371,35.64375
2490,2490,Ash Shajarah,11243,32.64391,35.94175
2491,2491,‘Anjarah,17634,32.30667,35.75443
2492,2492,Ḩayy al Quwaysimah,32396,31.91037,35.94975
2602,2602,Khorramshahr,330606,30.44079,48.18428
2657,2657,Sangmélima,80036,2.93333,11.98333
2658,2658,Manjo,41740,4.8428,9.8217
2659,2659,Lagdo,33564,9.05828,13.66605
2660,2660,Dschang,99582,5.44397,10.05332
3046,3046,Wik’ro,64000,13.79525,39.60303
3047,3047,Sheno,22900,9.32936,39.29337
3048,3048,Mīzan Teferī,62000,6.99865,35.58879
3049,3049,Hāgere Hiywet,99900,8.98333,37.85
3050,3050,Gambēla,97600,8.25,34.58333
3051,3051,Dangila,56000,11.26667,36.83333
3052,3052,Āsbe Teferī,30772,9.08569,40.86708
3053,3053,Āreka,84500,7.06667,37.7
3054,3054,Alamata,70400,12.416,39.55971
3281,3281,Bongoville,3164,-1.6472,13.8633
3282,3282,Onga,1137,-0.7599,14.3057
3453,3453,Sefwi,14206,6.52306,-1.63596
3454,3454,Kasoa,86753,5.53449,-0.41679
3455,3455,Mampong,51745,7.06273,-1.4001
3456,3456,Domaa-Ahenkro,37354,7.27386,-2.87348
3457,3457,Akwatia,33784,6.04024,-0.80876
3467,3467,Kintinian,27969,11.6,-9.38333
3469,3469,Evinayong,8462,1.43677,10.55124
3720,3720,Zikhron Ya‘aqov,23206,32.56645,34.95628
3721,3721,Yashresh,1001,31.91481,34.84911
3722,3722,Tel ‘Adashim,1504,32.65627,35.30216
3723,3723,maalot Tarshīhā,21836,33.01667,35.26667
3724,3724,Tal Shaẖar,1369,31.80469,34.90111
3725,3725,Shefayim,1302,32.21743,34.82454
3726,3726,Sde Ya‘aqov,1103,32.69,35.13861
3727,3727,Sde Warburg,1478,32.20361,34.90722
3728,3728,Riẖaniya,1195,33.04904,35.48815
3729,3729,Rama,7728,32.93844,35.3675
3730,3730,Poriyya,1234,32.74311,35.53816
3731,3731,Niẕẕané ‘Oz,1115,32.306,35.00374
3732,3732,Nevve Yamin,1155,32.17217,34.9393
3733,3733,Kfar Pines,1034,32.48372,35.00294
3734,3734,‘Isfiyā,12503,32.71836,35.06509
3735,3735,Ashdot Ya‘aqov Iẖud,1003,32.65843,35.58117
3736,3736,‘Aramsha,1682,33.08781,35.22836
3737,3737,Bar Yuẖay,1072,32.99848,35.44419
3835,3835,Tolga,50575,34.72224,5.37845
3836,3836,Timimoun,49237,29.26417,0.23583
3837,3837,Tebesbest,41091,33.11667,6.08333
3838,3838,Saïda,142497,34.83033,0.15171
